method,sec,rep_lane,rep_dev,pd_true,pf_true,pd_hat,pf_hat,pd_var,pf_var,pd_ci_low,pd_ci_high,pf_ci_low,pf_ci_high
full,155,1,21,0.94,0.015,0.9203519149909595,0.019752588118176862,0.0021184892934444106,0.00018669739301043238,0.8301388978055441,1.0,0.0,0.04653348998851867
full,156,1,21,0.94,0.015,0.9182879954444745,0.02018488748754416,0.002132601486267597,0.00018932580135301054,0.8277750026221973,1.0,0.0,0.0471536471638386
full,157,1,21,0.94,0.015,0.923930959406596,0.018634130785453527,0.0019864377876028863,0.0001767819596805705,0.8365747953146714,1.0,0.0,0.04469416870386185
full,158,1,21,0.94,0.015,0.930735377009964,0.021695150160347766,0.0018414753361384365,0.00019946761148165773,0.8466270441807525,1.0,0.0,0.049376818756513285
full,159,1,21,0.94,0.015,0.9278537520113088,0.019400901277117192,0.001861939264959351,0.0001813931992417509,0.8432793712552675,1.0,0.0,0.04579863061520819
full,160,1,21,0.94,0.015,0.9289568023100052,0.017205248958390873,0.0017660476055766788,0.00016388517563201404,0.8465890387032193,1.0,0.0,0.04229670747932873
full,161,1,21,0.94,0.015,0.9289375166596366,0.01760539866490981,0.0017661826169294002,0.00016638482811139502,0.8465666046749076,1.0,0.0,0.04288748630957901
full,162,1,21,0.94,0.015,0.9278675378573037,0.016836713796058094,0.0017736466948824166,0.00015986106462182974,0.8453227552053378,1.0,0.0,0.04161820418407191
full,163,1,21,0.94,0.015,0.9280014332308497,0.016073130125302353,0.0017727154946553885,0.00015337131188500103,0.8454783222602366,1.0,0.0,0.040346391787827646
full,164,1,21,0.94,0.015,0.9281543712373354,0.01898972654244132,0.001771650864170166,0.0001752895307781883,0.845656044225231,1.0,0.0,0.04493952926688391
full,165,1,21,0.94,0.015,0.9301223934600238,0.016437146431736296,0.0017578564372963833,0.00015510655074505076,0.8479458682869685,1.0,0.0,0.040847335397456885
full,166,1,21,0.94,0.015,0.934166316568192,0.021699736947292818,0.0017289601423586952,0.00019469012345251467,0.8526680142368848,1.0,0.0,0.04904789188058183
full,167,1,21,0.94,0.015,0.9300379334651008,0.017799952725227292,0.0017584520487803703,0.00016455932419846413,0.8478474876055322,1.0,0.0,0.042942965668007635
full,168,1,21,0.94,0.015,0.9345889888460039,0.015104240391947351,0.001725897081700197,0.0001432067452111979,0.8531629105353087,1.0,0.0,0.03855936845391576
full,169,1,21,0.94,0.015,0.9084846876869146,0.01671549972089814,0.0022949414646587286,0.00015520187254447043,0.8145898149268274,1.0,0.0,0.04113318825947274
full,170,1,21,0.94,0.015,0.910812076051064,0.015270451913252507,0.002278474607970431,0.00014352873822002563,0.8172546709246967,1.0,0.0,0.03875193399480031
full,171,1,21,0.94,0.015,0.9115329257327528,0.014020009823111593,0.0022733245897069,0.0001333096464825236,0.8180813139552237,1.0,0.0,0.03665012997142858
